"TransactionNo","Date","AccountNo","TransactionType","Amount","SGD_Amount","Currency","index","d_balance"
3102,"17-Jul-2020",9,"Withdraw",-1.88341566468246,-1.88341566468246,"SGD",11,987.318711991225
3103,"17-Jul-2020",9,"Withdraw",-0.123842874976246,-0.123842874976246,"SGD",11,987.194869116248
3104,"17-Jul-2020",9,"Withdraw",-193.931361242471,-193.931361242471,"SGD",11,793.263507873777
3105,"17-Jul-2020",9,"Withdraw",-0.00966583601219569,-0.00966583601219569,"SGD",11,793.253842037765
3106,"17-Jul-2020",9,"Withdraw",-122.296424658088,-122.296424658088,"SGD",11,670.957417379676
3107,"17-Jul-2020",9,"Withdraw",-20.4198530992358,-20.4198530992358,"SGD",11,650.53756428044
3108,"17-Jul-2020",9,"Withdraw",-0.00158704172199603,-0.00158704172199603,"SGD",11,650.535977238718
3109,"17-Jul-2020",9,"Withdraw",-10.7862404935968,-10.7862404935968,"SGD",11,639.749736745122
3110,"17-Jul-2020",9,"Withdraw",-83.1748545308466,-83.1748545308466,"SGD",11,556.574882214275
3111,"17-Jul-2020",9,"Withdraw",-9.87829720558938,-9.87829720558938,"SGD",11,546.696585008686
3112,"17-Jul-2020",9,"Withdraw",-1.02560492967383,-1.02560492967383,"SGD",11,545.670980079012
3113,"17-Jul-2020",9,"Withdraw",-0.140452935223313,-0.140452935223313,"SGD",11,545.530527143789
3114,"17-Jul-2020",9,"Withdraw",-0.00513198308413444,-0.00513198308413444,"SGD",11,545.525395160704
6223,"17-Jul-2020",9,"Spend",-19.55,-3.96,"CNY",11,1712.96935891133
6224,"17-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",11,1708.26810203293
6225,"17-Jul-2020",9,"Spend",-0.76,-0.15,"CNY",11,1708.1132452494
6226,"17-Jul-2020",9,"Spend",-23.8,-33.77,"USD",11,1674.3393901433
3115,"20-Jul-2020",9,"Withdraw",-7.08171922171829,-7.08171922171829,"SGD",12,538.443675938986
3116,"20-Jul-2020",9,"Withdraw",-0.174401766259548,-0.174401766259548,"SGD",12,538.269274172727
3117,"20-Jul-2020",9,"Withdraw",-2.10363978437597,-2.10363978437597,"SGD",12,536.165634388351
3118,"20-Jul-2020",9,"Withdraw",-0.221884757574245,-0.221884757574245,"SGD",12,535.943749630776
3119,"20-Jul-2020",9,"Withdraw",-0.135262920867964,-0.135262920867964,"SGD",12,535.808486709908
3120,"20-Jul-2020",9,"Withdraw",-0.0319805929167282,-0.0319805929167282,"SGD",12,535.776506116992
3121,"20-Jul-2020",9,"Withdraw",-0.0301821996069672,-0.0301821996069672,"SGD",12,535.746323917385
3122,"20-Jul-2020",9,"Withdraw",-1.27916895331169,-1.27916895331169,"SGD",12,534.467154964073
3123,"20-Jul-2020",9,"Withdraw",-1.41963258964716,-1.41963258964716,"SGD",12,533.047522374426
3124,"20-Jul-2020",9,"Withdraw",-116.882270392822,-116.882270392822,"SGD",12,416.165251981604
3125,"20-Jul-2020",9,"Withdraw",-0.0116110979134286,-0.0116110979134286,"SGD",12,416.15364088369
3126,"20-Jul-2020",9,"Withdraw",-0.171799616197313,-0.171799616197313,"SGD",12,415.981841267493
3127,"20-Jul-2020",9,"Withdraw",-8.0092916508348,-8.0092916508348,"SGD",12,407.972549616658
3128,"20-Jul-2020",9,"Withdraw",-3.051521508505,-3.051521508505,"SGD",12,404.921028108153
3129,"20-Jul-2020",9,"Withdraw",-0.0512739913964991,-0.0512739913964991,"SGD",12,404.869754116757
3130,"20-Jul-2020",9,"Withdraw",-0.0593713470433884,-0.0593713470433884,"SGD",12,404.810382769713
3131,"20-Jul-2020",9,"Withdraw",-2.80397315869847,-2.80397315869847,"SGD",12,402.006409611015
3132,"20-Jul-2020",9,"Withdraw",-0.110553619922904,-0.110553619922904,"SGD",12,401.895855991092
3133,"20-Jul-2020",9,"Withdraw",-0.0106046116399413,-0.0106046116399413,"SGD",12,401.885251379452
3134,"20-Jul-2020",9,"Withdraw",-34.6987403045059,-34.6987403045059,"SGD",12,367.186511074946
3135,"20-Jul-2020",9,"Withdraw",-15.5859953307667,-15.5859953307667,"SGD",12,351.600515744179
6227,"20-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",12,1669.6381332649
6228,"20-Jul-2020",9,"Spend",-3.28,-0.67,"CNY",12,1668.97263981297
6229,"20-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",12,1664.27138293457
6230,"20-Jul-2020",9,"Spend",-0.96,-1.37,"USD",12,1662.90266385867
6231,"20-Jul-2020",9,"Spend",-0.35,-0.5,"USD",12,1662.4031074965
6232,"20-Jul-2020",9,"Spend",-0.16,-0.03,"CNY",12,1662.37000348444
6233,"20-Jul-2020",9,"Spend",-2.23,-3.16,"USD",12,1659.20865457572
6234,"20-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",12,1654.50739769732
6235,"20-Jul-2020",9,"Spend",-6.74,-9.57,"USD",12,1644.94211148749
6236,"20-Jul-2020",9,"Spend",-148.36,-210.51,"USD",12,1434.43054730828
3136,"21-Jul-2020",9,"Withdraw",-0.240176775222894,-0.240176775222894,"SGD",13,351.360338968956
3137,"21-Jul-2020",9,"Withdraw",-6.41451775591484,-6.41451775591484,"SGD",13,344.945821213042
3138,"21-Jul-2020",9,"Withdraw",-2.40417095351314,-2.40417095351314,"SGD",13,342.541650259528
3139,"21-Jul-2020",9,"Withdraw",-0.0400642975173139,-0.0400642975173139,"SGD",13,342.501585962011
3140,"21-Jul-2020",9,"Withdraw",-1.55462048095974,-1.55462048095974,"SGD",13,340.946965481051
3141,"21-Jul-2020",9,"Withdraw",-13.2479577035374,-13.2479577035374,"SGD",13,327.699007777514
3142,"21-Jul-2020",9,"Withdraw",-0.140349613316351,-0.140349613316351,"SGD",13,327.558658164198
3143,"21-Jul-2020",9,"Withdraw",-0.399029006071787,-0.399029006071787,"SGD",13,327.159629158126
3144,"21-Jul-2020",9,"Withdraw",-0.0875249579132342,-0.0875249579132342,"SGD",13,327.072104200213
3145,"21-Jul-2020",9,"Withdraw",-10.8253468305603,-10.8253468305603,"SGD",13,316.246757369652
3146,"21-Jul-2020",9,"Withdraw",-0.103343360691337,-0.103343360691337,"SGD",13,316.143414008961
3147,"21-Jul-2020",9,"Withdraw",-8.72470618531572,-8.72470618531572,"SGD",13,307.418707823645
3148,"21-Jul-2020",9,"Withdraw",-0.0159159677644257,-0.0159159677644257,"SGD",13,307.402791855881
3149,"21-Jul-2020",9,"Withdraw",-33.6238855629352,-33.6238855629352,"SGD",13,273.778906292946
3150,"21-Jul-2020",9,"Withdraw",-8.10875552167312,-8.10875552167312,"SGD",13,265.670150771273
3151,"21-Jul-2020",9,"Withdraw",-1.19066550775663,-1.19066550775663,"SGD",13,264.479485263516
3152,"21-Jul-2020",9,"Withdraw",-0.919495067399763,-0.919495067399763,"SGD",13,263.559990196116
3153,"21-Jul-2020",9,"Withdraw",-0.149710114466385,-0.149710114466385,"SGD",13,263.41028008165
3154,"21-Jul-2020",9,"Withdraw",-0.167960736511984,-0.167960736511984,"SGD",13,263.242319345138
6237,"21-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",13,1429.72929042988
6238,"21-Jul-2020",9,"Spend",-0.16,-0.23,"USD",13,1429.49559680641
6239,"21-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",13,1424.79433992801
6240,"21-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",13,1420.09308304961
6241,"21-Jul-2020",9,"Spend",-0.77,-0.16,"CNY",13,1419.93701964283
6242,"21-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",13,1415.23576276443
6243,"21-Jul-2020",9,"Spend",-0.02,-0.03,"USD",13,1415.20741467069
6244,"21-Jul-2020",9,"Spend",-0.66,-0.93,"USD",13,1414.27777825196
3155,"22-Jul-2020",9,"Withdraw",-0.0243655602560892,-0.0243655602560892,"SGD",14,263.217953784882
3156,"22-Jul-2020",9,"Withdraw",-35.5306774642713,-35.5306774642713,"SGD",14,227.687276320611
3157,"22-Jul-2020",9,"Withdraw",-0.0296285662845026,-0.0296285662845026,"SGD",14,227.657647754326
3158,"22-Jul-2020",9,"Withdraw",-0.0339997088063457,-0.0339997088063457,"SGD",14,227.62364804552
3159,"22-Jul-2020",9,"Withdraw",-0.68900796238697,-0.68900796238697,"SGD",14,226.934640083133
3160,"22-Jul-2020",9,"Withdraw",-1.52057948526735,-1.52057948526735,"SGD",14,225.414060597865
3161,"22-Jul-2020",9,"Withdraw",-0.0893329786183782,-0.0893329786183782,"SGD",14,225.324727619247
3162,"22-Jul-2020",9,"Withdraw",-0.0207446830669616,-0.0207446830669616,"SGD",14,225.30398293618
3163,"22-Jul-2020",9,"Withdraw",-2.51831504044888,-2.51831504044888,"SGD",14,222.785667895731
3164,"22-Jul-2020",9,"Withdraw",-0.633480425174607,-0.633480425174607,"SGD",14,222.152187470557
3165,"22-Jul-2020",9,"Withdraw",-27.5243951673736,-27.5243951673736,"SGD",14,194.627792303183
3166,"22-Jul-2020",9,"Withdraw",-10.9407810565419,-10.9407810565419,"SGD",14,183.687011246641
3167,"22-Jul-2020",9,"Withdraw",-0.0291792545633734,-0.0291792545633734,"SGD",14,183.657831992078
6245,"22-Jul-2020",9,"Spend",-1.52,-0.31,"CNY",14,1413.97151030104
6246,"22-Jul-2020",9,"Spend",-0.11,-0.15,"USD",14,1413.81802961162
6247,"22-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",14,1409.11677273322
6248,"22-Jul-2020",9,"Spend",-1.31,-0.26,"CNY",14,1408.85311579481
6249,"22-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",14,1404.15185891641
6250,"22-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",14,1399.45060203801
6251,"22-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",14,1394.74934515961
6252,"22-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",14,1390.04808828121
6253,"22-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",14,1385.34683140281
3168,"23-Jul-2020",9,"Withdraw",-1.56626633297738,-1.56626633297738,"SGD",15,182.0915656591
3169,"23-Jul-2020",9,"Withdraw",-0.797357506939705,-0.797357506939705,"SGD",15,181.294208152161
3170,"23-Jul-2020",9,"Withdraw",-1.46028662767544,-1.46028662767544,"SGD",15,179.833921524485
3171,"23-Jul-2020",9,"Withdraw",-0.669691730147176,-0.669691730147176,"SGD",15,179.164229794338
3172,"23-Jul-2020",9,"Withdraw",-0.259555155351734,-0.259555155351734,"SGD",15,178.904674638986
3173,"23-Jul-2020",9,"Withdraw",-0.0326291742931943,-0.0326291742931943,"SGD",15,178.872045464693
3174,"23-Jul-2020",9,"Withdraw",-0.0266634453531251,-0.0266634453531251,"SGD",15,178.84538201934
3175,"23-Jul-2020",9,"Withdraw",-0.000652784465008961,-0.000652784465008961,"SGD",15,178.844729234875
3176,"23-Jul-2020",9,"Withdraw",-50.9450877875311,-50.9450877875311,"SGD",15,127.899641447344
3177,"23-Jul-2020",9,"Withdraw",-14.033671129613,-14.033671129613,"SGD",15,113.865970317731
6254,"23-Jul-2020",9,"Spend",-3.82,-5.39,"USD",15,1379.9583290191
6255,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1375.2570721407
6256,"23-Jul-2020",9,"Spend",-0.44,-0.09,"CNY",15,1375.16797226912
6257,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1370.46671539072
6258,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1365.76545851232
6259,"23-Jul-2020",9,"Spend",-4.11,-0.83,"CNY",15,1364.93564788604
6260,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1360.23439100764
6261,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1355.53313412924
6262,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1350.83187725084
6263,"23-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",15,1346.13062037244
3178,"24-Jul-2020",9,"Withdraw",-1.57430330260014,-1.57430330260014,"SGD",16,112.291667015131
3179,"24-Jul-2020",9,"Withdraw",-0.496520889876342,-0.496520889876342,"SGD",16,111.795146125254
3180,"24-Jul-2020",9,"Withdraw",-0.115824550602948,-0.115824550602948,"SGD",16,111.679321574651
3181,"24-Jul-2020",9,"Withdraw",-0.002386396792924,-0.002386396792924,"SGD",16,111.676935177859
3182,"24-Jul-2020",9,"Withdraw",-0.0100238106215808,-0.0100238106215808,"SGD",16,111.666911367237
3183,"24-Jul-2020",9,"Withdraw",-4.29638929465625,-4.29638929465625,"SGD",16,107.370522072581
3184,"24-Jul-2020",9,"Withdraw",-22.767236418211,-22.767236418211,"SGD",16,84.6032856543697
3185,"24-Jul-2020",9,"Withdraw",-0.087731866292859,-0.087731866292859,"SGD",16,84.5155537880768
3186,"24-Jul-2020",9,"Withdraw",-5.12700603936527,-5.12700603936527,"SGD",16,79.3885477487115
3187,"24-Jul-2020",9,"Withdraw",-18.1435062240171,-18.1435062240171,"SGD",16,61.2450415246944
3188,"24-Jul-2020",9,"Withdraw",-0.323196879851632,-0.323196879851632,"SGD",16,60.9218446448428
3189,"24-Jul-2020",9,"Withdraw",-0.5194263605893,-0.5194263605893,"SGD",16,60.4024182842535
3190,"24-Jul-2020",9,"Withdraw",-0.450005692020939,-0.450005692020939,"SGD",16,59.9524125922325
3191,"24-Jul-2020",9,"Withdraw",-0.031777747004357,-0.031777747004357,"SGD",16,59.9206348452282
3192,"24-Jul-2020",9,"Withdraw",-8.62373658885783,-8.62373658885783,"SGD",16,51.2968982563704
6264,"24-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",16,1341.42936349404
6265,"24-Jul-2020",9,"Spend",-4.1,-0.82,"CNY",16,1340.60456765324
6266,"24-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",16,1335.90331077484
6267,"24-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",16,1331.20205389644
3193,"27-Jul-2020",9,"Withdraw",-1.18483275478202,-1.18483275478202,"SGD",17,50.1120655015883
3194,"27-Jul-2020",9,"Withdraw",-0.052993370475006,-0.052993370475006,"SGD",17,50.0590721311133
3195,"27-Jul-2020",9,"Withdraw",-3.79879255468455,-3.79879255468455,"SGD",17,46.2602795764288
3196,"27-Jul-2020",9,"Withdraw",-2.96969117023023,-2.96969117023023,"SGD",17,43.2905884061986
3197,"27-Jul-2020",9,"Withdraw",-1.26783962434462,-1.26783962434462,"SGD",17,42.0227487818539
3198,"27-Jul-2020",9,"Withdraw",-0.234267631233504,-0.234267631233504,"SGD",17,41.7884811506204
3199,"27-Jul-2020",9,"Withdraw",-10.8152614898914,-10.8152614898914,"SGD",17,30.973219660729
3200,"27-Jul-2020",9,"Withdraw",-4.27705567243289,-4.27705567243289,"SGD",17,26.6961639882962
3201,"27-Jul-2020",9,"Withdraw",-0.235992985564247,-0.235992985564247,"SGD",17,26.4601710027319
3202,"27-Jul-2020",9,"Withdraw",-0.222962022575742,-0.222962022575742,"SGD",17,26.2372089801562
3203,"27-Jul-2020",9,"Withdraw",-6.28828245427007,-6.28828245427007,"SGD",17,19.9489265258861
3204,"27-Jul-2020",9,"Withdraw",-0.0747511819095784,-0.0747511819095784,"SGD",17,19.8741753439765
3205,"27-Jul-2020",9,"Withdraw",-9.90607569508422,-9.90607569508422,"SGD",17,9.9680996488923
3206,"27-Jul-2020",9,"Withdraw",-0.0327621575416653,-0.0327621575416653,"SGD",17,9.93533749135063
3207,"27-Jul-2020",9,"Withdraw",-8.52059732047953,-8.52059732047953,"SGD",17,1.4147401708711
3208,"27-Jul-2020",9,"Withdraw",-0.348671438210574,-0.348671438210574,"SGD",17,1.06606873266053
6268,"27-Jul-2020",9,"Spend",-1.56,-0.31,"CNY",17,1330.88820126044
6269,"27-Jul-2020",9,"Spend",-0.8,-1.13,"USD",17,1329.76211306534
6270,"27-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",17,1325.06085618694
6271,"27-Jul-2020",9,"Spend",-2.54,-3.57,"USD",17,1321.48653652466
6272,"27-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",17,1316.78527964626
6273,"27-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",17,1312.08402276786
6274,"27-Jul-2020",9,"Spend",-2.56,-3.6,"USD",17,1308.48647203223
6275,"27-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",17,1303.78521515383
3209,"28-Jul-2020",9,"Withdraw",-0.118787747640982,-0.118787747640982,"SGD",18,0.947280985019545
3210,"28-Jul-2020",9,"Withdraw",-0.0645163425688316,-0.0645163425688316,"SGD",18,0.882764642450713
3211,"28-Jul-2020",9,"Withdraw",-0.000959626641448615,-0.000959626641448615,"SGD",18,0.881805015809265
3212,"28-Jul-2020",9,"Withdraw",-0.00142701870838267,-0.00142701870838267,"SGD",18,0.880377997100882
3213,"28-Jul-2020",9,"Withdraw",-0.0128842012702853,-0.0128842012702853,"SGD",18,0.867493795830597
3214,"28-Jul-2020",9,"Withdraw",-0.358548558372411,-0.358548558372411,"SGD",18,0.508945237458186
3215,"28-Jul-2020",9,"Withdraw",-0.013620235293004,-0.013620235293004,"SGD",18,0.495325002165182
6276,"28-Jul-2020",9,"Spend",-4.97,-1,"CNY",18,1302.7874712048
6277,"28-Jul-2020",9,"Spend",-0.19,-0.27,"USD",18,1302.51653911952
6278,"28-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",18,1297.81528224112
6279,"28-Jul-2020",9,"Spend",-4.6,-0.92,"CNY",18,1296.89096023334
6280,"28-Jul-2020",9,"Spend",-0.49,-0.69,"USD",18,1296.19756762156
3216,"29-Jul-2020",9,"Withdraw",-0.125106142251717,-0.125106142251717,"SGD",19,0.370218859913465
3217,"29-Jul-2020",9,"Withdraw",-0.30976133207827,-0.30976133207827,"SGD",19,0.0604575278351949
3218,"29-Jul-2020",9,"Withdraw",-0.0106172768827168,-0.0106172768827168,"SGD",19,0.0498402509524782
6281,"29-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",19,1291.49631074316
6282,"29-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",19,1286.79505386476
6283,"29-Jul-2020",9,"Spend",-0.36,-0.07,"CNY",19,1286.72249093977
6284,"29-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",19,1282.02123406137
6285,"29-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",19,1277.31997718297
6286,"29-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",19,1272.61872030457
6287,"29-Jul-2020",9,"Spend",-3.72,-5.22,"USD",19,1267.39505495237
3219,"30-Jul-2020",9,"Withdraw",-0.0280545939704125,-0.0280545939704125,"SGD",20,0.0217856569820656
3220,"30-Jul-2020",9,"Withdraw",-0.00832583827402326,-0.00832583827402326,"SGD",20,0.0134598187080424
3221,"30-Jul-2020",9,"Withdraw",-0.00121368575100949,-0.00121368575100949,"SGD",20,0.0122461329570329
6288,"30-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",20,1262.69379807397
6289,"30-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",20,1257.99254119557
6290,"30-Jul-2020",9,"Spend",-0.22,-0.3,"USD",20,1257.69045631528
6291,"30-Jul-2020",9,"Spend",-10.1,-14.17,"USD",20,1243.51666245316
6292,"30-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",20,1238.81540557476
3222,"31-Jul-2020",9,"Withdraw",-0.000148752718726562,-0.000148752718726562,"SGD",21,0.0120973802383063
3223,"31-Jul-2020",9,"Withdraw",-0.0086827621253636,-0.0086827621253636,"SGD",21,0.00341461811294271
6293,"31-Jul-2020",9,"Spend",-0.34,-0.07,"CNY",21,1238.74745497397
6294,"31-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",21,1234.04619809557
6295,"31-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",21,1229.34494121717
6296,"31-Jul-2020",9,"Spend",-0.17,-0.03,"CNY",21,1229.31013126767
6297,"31-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",21,1224.60887438927
6298,"31-Jul-2020",9,"Spend",-10.01,-13.98,"USD",21,1210.63118943695
6299,"31-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",21,1205.92993255855
6300,"31-Jul-2020",9,"Spend",-4.7,-4.7,"SGD",21,1201.22867568015
6301,"31-Jul-2020",9,"Spend",-0.45,-0.63,"USD",21,1200.59542155251
3224,"31-Jul-2020",9,"Interest",0.00000143413960743594,0.00000143413960743594,"SGD",22,0.00341605225255014
6302,"3-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",22,1195.89416467411
6303,"3-Aug-2020",9,"Spend",-0.23,-0.33,"USD",22,1195.568472586
6304,"3-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",22,1190.8672157076
6305,"3-Aug-2020",9,"Spend",-1.29,-1.82,"USD",22,1189.05008934039
6306,"3-Aug-2020",9,"Spend",-4.82,-0.97,"CNY",22,1188.0809233728
6307,"3-Aug-2020",9,"Spend",-1.09,-0.22,"CNY",22,1187.86222212559
6308,"3-Aug-2020",9,"Spend",-0.44,-0.62,"USD",22,1187.24071747181
3225,"4-Aug-2020",9,"Withdraw",-0.00277238253211559,-0.00277238253211559,"SGD",23,0.000643669720434552
6309,"4-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",23,1182.53946059341
6310,"4-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",23,1177.83820371501
6311,"4-Aug-2020",9,"Spend",-0.57,-0.8,"USD",23,1177.03662466342
6312,"4-Aug-2020",9,"Spend",-8.46,-1.7,"CNY",23,1175.33736982221
6313,"4-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",23,1170.63611294381
6314,"4-Aug-2020",9,"Spend",-0.09,-0.02,"CNY",23,1170.61876834536
6315,"4-Aug-2020",9,"Spend",-2.35,-3.3,"USD",23,1167.31682347412
6316,"4-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",23,1162.61556659572
6317,"5-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",24,1157.91430971732
6318,"5-Aug-2020",9,"Spend",-0.09,-0.13,"USD",24,1157.78714514126
6319,"5-Aug-2020",9,"Spend",-12.26,-2.47,"CNY",24,1155.31954669807
6320,"5-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",24,1150.61828981967
6321,"5-Aug-2020",9,"Spend",-0.78,-0.16,"CNY",24,1150.46092052951
6322,"5-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",24,1145.75966365111
6323,"6-Aug-2020",9,"Spend",-0.03,-0.04,"USD",25,1145.718739469
6324,"6-Aug-2020",9,"Spend",-15.43,-3.1,"CNY",25,1142.61650023763
6325,"6-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",25,1137.91524335923
6326,"6-Aug-2020",9,"Spend",-0.15,-0.03,"CNY",25,1137.88563539762
6327,"6-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",25,1133.18437851922
6328,"6-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",25,1128.48312164082
6329,"6-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",25,1123.78186476242
6330,"6-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",25,1119.08060788402
6331,"7-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",26,1114.37935100562
6332,"7-Aug-2020",9,"Spend",-0.16,-0.03,"CNY",26,1114.34727055224
6333,"7-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",26,1109.64601367384
6334,"10-Aug-2020",9,"Spend",-0.31,-0.06,"CNY",27,1109.58309090868
6335,"10-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",27,1104.88183403028
6336,"10-Aug-2020",9,"Spend",-42.37,-59.49,"USD",27,1045.39223069903
6337,"10-Aug-2020",9,"Spend",-0.1,-0.02,"CNY",27,1045.3717503878
6338,"10-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",27,1040.6704935094
6339,"10-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",27,1035.969236631
6340,"10-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",27,1031.2679797526
6341,"10-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",27,1026.5667228742
6342,"11-Aug-2020",9,"Spend",-1.58,-0.32,"CNY",28,1026.24926794286
6343,"11-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",28,1021.54801106446
3226,"12-Aug-2020",9,"Deposit",1561.68609159067,1561.68609159067,"SGD",29,1561.68673526039
3227,"12-Aug-2020",9,"Withdraw",-4.3776636417677,-4.3776636417677,"SGD",29,1557.30907161863
3228,"12-Aug-2020",9,"Withdraw",-0.543112634169096,-0.543112634169096,"SGD",29,1556.76595898446
3229,"12-Aug-2020",9,"Withdraw",-142.686790149839,-142.686790149839,"SGD",29,1414.07916883462
3230,"12-Aug-2020",9,"Withdraw",-0.713639354111368,-0.713639354111368,"SGD",29,1413.36552948051
3231,"12-Aug-2020",9,"Withdraw",-22.8287207128327,-22.8287207128327,"SGD",29,1390.53680876767
3232,"12-Aug-2020",9,"Withdraw",-40.7949220863904,-40.7949220863904,"SGD",29,1349.74188668128
3233,"12-Aug-2020",9,"Withdraw",-12.8507062225361,-12.8507062225361,"SGD",29,1336.89118045875
3234,"12-Aug-2020",9,"Withdraw",-1.92690497123402,-1.92690497123402,"SGD",29,1334.96427548751
3235,"12-Aug-2020",9,"Withdraw",-31.0760197935469,-31.0760197935469,"SGD",29,1303.88825569397
3236,"12-Aug-2020",9,"Withdraw",-35.3536214299394,-35.3536214299394,"SGD",29,1268.53463426403
3237,"12-Aug-2020",9,"Withdraw",-0.398540373294616,-0.398540373294616,"SGD",29,1268.13609389073
3238,"12-Aug-2020",9,"Withdraw",-0.0309482784403138,-0.0309482784403138,"SGD",29,1268.10514561229
3239,"12-Aug-2020",9,"Withdraw",-0.170892595426674,-0.170892595426674,"SGD",29,1267.93425301687
3240,"12-Aug-2020",9,"Withdraw",-0.072695791829803,-0.072695791829803,"SGD",29,1267.86155722504
6344,"12-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",29,1016.84675418606
6345,"12-Aug-2020",9,"Spend",-0.26,-0.05,"CNY",29,1016.79431107632
6346,"12-Aug-2020",9,"Spend",-0.42,-0.59,"USD",29,1016.19984756106
6347,"12-Aug-2020",9,"Spend",-4.7,-4.7,"SGD",29,1011.49859068266
3241,"13-Aug-2020",9,"Withdraw",-0.714333863706757,-0.714333863706757,"SGD",30,1267.14722336133
3242,"13-Aug-2020",9,"Withdraw",-6.58928096097886,-6.58928096097886,"SGD",30,1260.55794240035
3243,"13-Aug-2020",9,"Withdraw",-8.62435582288118,-8.62435582288118,"SGD",30,1251.93358657747
3244,"13-Aug-2020",9,"Withdraw",-0.0350399112545946,-0.0350399112545946,"SGD",30,1251.89854666621
3245,"13-Aug-2020",9,"Withdraw",-56.2110644916107,-56.2110644916107,"SGD",30,1195.6874821746
3246,"13-Aug-2020",9,"Withdraw",-192.584543136863,-192.584543136863,"SGD",30,1003.10293903774
3247,"13-Aug-2020",9,"Withdraw",-0.116083659467358,-0.116083659467358,"SGD",30,1002.98685537827
3248,"13-Aug-2020",9,"Withdraw",-0.444974050846432,-0.444974050846432,"SGD",30,1002.54188132743
3249,"13-Aug-2020",9,"Withdraw",-3.99354145407486,-3.99354145407486,"SGD",30,998.548339873352
3250,"13-Aug-2020",9,"Withdraw",-2.12947995334595,-2.12947995334595,"SGD",30,996.418859920006
3251,"13-Aug-2020",9,"Withdraw",-0.120992100730602,-0.120992100730602,"SGD",30,996.297867819275
3252,"13-Aug-2020",9,"Withdraw",-1.50057180024307,-1.50057180024307,"SGD",30,994.797296019032
3253,"13-Aug-2020",9,"Withdraw",-0.287500554014119,-0.287500554014119,"SGD",30,994.509795465018
